ACCOUNT_STATUS,SERVICE__PLAN,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,STATE,FEEDBACK,SATELLITE,SITE_TYPE_DESC,MOST_RECENT_SALES_CHANNEL,GENDER,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,Y,,,,,,
Active,Unknown,Uknown,Indirect,RS&I, CA,GOOD,Unkown,Broadband Remote,HN9000 Upgrade,Male,33,6,0,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,Best Buy, NV,GOOD,SPACEWAY3,Spaceway,Direct,Male,25,4,1,0,N,0,,,,,,
Active,Home,Sales Agents,Indirect,TAG, MN,GOOD,G3C-VER-21K,Broadband Remote,DW6000 Upgrade,Female,52,6,1,1,N,0,,,,,,
Active,Elite,Vars,Indirect,AmericanSat, CA,GOOD,SM5-VER-7K,Broadband Remote,HN7000 Upgrade,Female,27,3,0,0,Unknown,0,,,,,,
Active,Unknown,Sales Agents,Indirect,ACS, CA,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,42,6,0,0,N,0,,,,,,
Active,Elite,Uknown,Indirect,InfoDish, WI,BAD,SM6-HOR-12K,Broadband Remote,DPC Classic upgrade,Female,52,7,1,1,N,0,,,,,,
Active,Elite,Uknown,Indirect,AmericanSat, MD,GOOD,SM5-HOR-6K,Broadband Remote,UNKNOWN,Female,36,0,1,1,N,0,,,,,,
Active,Pro,Uknown,Direct,Hughes Web Order, VA,BAD,G17-HOR-6K,Broadband Remote,HN7000 Upgrade,Male,46,5,0,0,N,0,,,,,,
Active,Home,Retail/others,Indirect,ACS, NY,GOOD,SM5-VER-5K,Spaceway,DPC Classic upgrade,Male,42,3,0,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,Perfect 10, AL,GOOD,AM9-VER-2K,Broadband Remote,Direct,Male,47,1,0,Unkown,N,0,,,,,,
Active,Power150,Web orders,Indirect,LiveBridge Communications LLC, TN,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,28,D,0,0,N,0,,,,,,
Active,Pro,Sales Agents,Indirect,RS&I, CA,Unkown,AM6-HOR-21K,Spaceway,HN7000 Upgrade,Female,46,0,2,1,Y,0,,,,,,
Active,Basic,Retail/others,Indirect,TAG, NV,Unkown,G17-HOR-6K,Broadband Remote,HN7000 Upgrade,Male,47,6,0,Unkown,Y,0,,,,,,
Active,Unknown,Uknown,Direct,AmericanSat, WV,GOOD,SPACEWAY3,Broadband Remote,HN9000 Upgrade,Female,53,4,1,0,N,0,,,,,,
Active,Unknown,Call Center,Indirect,RS&I, CO,GOOD,AM6-HOR-21K,Broadband Remote,Dial Return Upgrade,Female,47,6,1,0,N,0,,,,,,
Active,Elite,Sales Agents,Indirect,Best Buy, TN,BAD,Unkown,Broadband Remote,HN9000 Upgrade,Female,58,6,2,0,Unknown,0,,,,,,
Active,Basic,Uknown,Indirect,Perfect 10, ME,BAD,SM5-VER-5K,Broadband Remote,Retail       ,Male,58,0,0,Unkown,N,0,,,,,,
Active,Home,Sales Agents,Indirect,NCC, OR,GOOD,SM5-HOR-6K,Broadband Remote,Dealer-Generated Sale,Female,47,6,0,0,Y,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,TAG, MD,GOOD,Unkown,Broadband Remote,HN7000 Upgrade,Female,27,0,Unkown,0,N,0,,,,,,
Active,Basic,Uknown,Direct,Verisign Web Ordering, OR,GOOD,SM5-VER-5K,Broadband Remote,HN7000 Upgrade,Male,31,0,0,0,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,ACS Pre-Install, WA,GOOD,SM5-VER-5K,Broadband Remote,DW7000 Upgrade,Male,56,0,1,0,N,0,,,,,,
Active,Proplus,Call Center,Indirect,AmericanSat, KS,BAD,G17-HOR-6K,Broadband Remote,Classic Migration,Female,24,5,1,1,Unknown,0,,,,,,
Active,Power150,Web orders,Indirect,TAG, NY,GOOD,SM5-VER-1K,Broadband Remote,HN9000 Upgrade,Male,52,0,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,Hughes Web Order, IL,BAD,SM5-VER-7K,Broadband Remote,Retail,Female,52,7,0,0,Unknown,0,,,,,,
Active,Home,Uknown,Indirect,NRTC, CA,Unkown,G17-HOR-6K,Spaceway,DW7000 Upgrade,Male,38,5,0,0,Unknown,0,,,,,,
Active,Basic_Ltd,Uknown,Direct,TAG, OH,GOOD,AM32-HOR-7K,Broadband Remote,Dealer-Generated Sale,Male,63,0,Unkown,0,N,0,,,,,,
Active,Unknown,Web orders,Direct,Hughes Web Order, MS,BAD,Unkown,Broadband Remote,HN9000 Upgrade,Female,65,2,1,0,N,0,,,,,,
Active,Basic,Vars,Indirect,TAG, AL,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Female,24,5,0,Unkown,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Direct,ACS, AZ,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,56,A,1,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,Hughes Web Order, MO,BAD,SPACEWAY3,Broadband Remote,Classic Migration,Male,32,A,0,0,N,0,,,,,,
Active,Unknown,Web orders,Indirect,TAG, NY,GOOD,SM6-HOR-12K,Broadband Remote,HN7000 Upgrade,Female,23,8,1,0,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, MT,GOOD,G17-HOR-2K,Broadband Remote,DPC Classic upgrade,Male,47,9,0,Unkown,N,0,,,,,,
Active,Elite,Uknown,Indirect,InfoDish, NY,BAD,SM5-VER-5K,Broadband Remote,Direct,Male,51,0,0,0,N,0,,,,,,
Active,Home,Web orders,Direct,Hughes Web Order, CO,BAD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,40,8,1,0,N,0,,,,,,
Inactive,Unknown,Retail/others,Indirect,Perfect 10, MS,GOOD,SM5-HOR-6K,Broadband Remote,Retail       ,Female,60,9,0,Unkown,N,0,,,,,,
Active,Proplus,Web orders,Indirect,ValueElectronics, MT,GOOD,G17-HOR-2K,Broadband Remote,Direct,Male,39,0,0,0,N,0,,,,,,
Active,Basic,Web orders,Indirect,TAG, OH,Unkown,Unkown,Spaceway,HN7000 Upgrade,Female,28,6,0,0,N,0,,,,,,
Active,Pro,Call Center,Direct,AmericanSat, SC,GOOD,SPACEWAY3,Broadband Remote,DW6000 Upgrade,Male,43,5,Unkown,1,Unknown,0,,,,,,
Active,Elite,Sales Agents,Direct,UNKNOWN, CA,GOOD,G17-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,25,5,1,0,Unknown,0,,,,,,
Active,Power150,Uknown,Direct,ACS Pre-Install, NY,GOOD,G3C-VER-24K,Broadband Remote,HN7000 Upgrade,Female,58,0,Unkown,0,Unknown,0,,,,,,
Active,Pro,Call Center,Indirect,TAG, VA,Unkown,HZN-VER-23K,Broadband Remote,Direct,Male,24,7,0,0,N,0,,,,,,
Active,Unknown,Vars,Indirect,Perfect 10, OK,GOOD,AM6-HOR-21K,Broadband Remote,DPC Classic upgrade,Female,54,6,2,0,Unknown,0,,,,,,
Active,Elite,Retail/others,Indirect,NCC, TN,GOOD,AM9-HOR-21K,Broadband Remote,DPC Classic upgrade,Female,52,0,1,0,N,0,,,,,,
Active,Basic_Ltd,Web orders,Indirect,MiniDish, WI,Unkown,SM5-VER-7K,Broadband Remote,Direct,Female,32,0,1,0,N,0,,,,,,
Active,Unknown,Call Center,Indirect,RS&I, PA,BAD,SM5-HOR-14K,Broadband Remote,Retail       ,Male,60,D,1,1,Y,0,,,,,,
Active,Power150,Call Center,Indirect,Ridgeline USA LLC (RSI573306), OR,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Female,60,8,0,0,N,0,,,,,,
Active,Elite,Sales Agents,Indirect,Perfect 10, TX,GOOD,AM9-VER-2K ,Broadband Remote,HN7000 Upgrade,Male,33,0,0,0,N,0,,,,,,
Active,Unknown,Sales Agents,Indirect,RS&I, TX,GOOD,AM6-HOR-21K,Broadband Remote,HN9000 Upgrade,Male,37,0,2,0,N,0,,,,,,
Active,Unknown,Retail/others,Direct,TAG, AR,GOOD,Unkown,Spaceway,HN7000 Upgrade,Male,39,6,1,0,Unknown,0,,,,,,
Active,Power150,Sales Agents,Indirect,ACS Pre-Install, ID,GOOD,SM5-VER-5K,Spaceway,HN9000 Upgrade,Female,50,0,0,0,N,0,,,,,,
Active,Elite,Uknown,Indirect,NCC, WI,GOOD,SPACEWAY3,Broadband Remote,Direct,Male,42,3,0,Unkown,Unknown,0,,,,,,
Active,Power150,Sales Agents,Indirect,TAG, MI,GOOD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Female,41,8,0,0,Unknown,0,,,,,,
Active,Unknown,Vars,Indirect,AmericanSat, PA,GOOD,Unkown,Broadband Remote,HN7000 Upgrade,Female,50,5,2,1,N,0,,,,,,
Active,Power150,Call Center,Indirect,TAG, VA,GOOD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,42,0,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,TAG, OR,Unkown,SM5-VER-15K,Spaceway,DW7000 Upgrade,Male,60,6,0,0,N,0,,,,,,
Active,Basic,Web orders,Indirect,TAG, NY,GOOD,G16-VER-15K,Broadband Remote,HN7000 Upgrade,Male,22,0,1,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,ACS, CT,BAD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Female,33,6,0,0,Y,0,,,,,,
Active,Elite,Uknown,Direct,RS&I, CA,GOOD,SM5-VER-15K,Broadband Remote,HN9000 Upgrade,Female,61,3,Unkown,0,Unknown,0,,,,,,
Active,Proplus,Vars,Indirect,ACS Pre-Install, SC,GOOD,SM5-VER-15K,Spaceway,DW6000 Upgrade,Male,31,0,1,0,N,0,,,,,,
Active,Unknown,Vars,Direct,RS&I, CA,GOOD,AM9-VER-2K ,Broadband Remote,HN9000 Upgrade,Female,49,6,0,0,Unknown,0,,,,,,
Active,Pro,Retail/others,Direct,Hughes Web Order, MO,BAD,Unkown,Spaceway,HN7000 Upgrade,Female,70,6,1,0,N,0,,,,,,
Active,Power150,Vars,Direct,ACS, AL,Unkown,SPACEWAY3,Broadband Remote,Retail       ,Male,38,5,0,0,Y,0,,,,,,
Active,Home,Vars,Indirect,UNKNOWN, NY,Unkown,G17-HOR-6K,Broadband Remote,Dealer-Generated Sale,Female,25,5,0,0,N,0,,,,,,
Active,Proplus,Call Center,Indirect,Hughes Web Order, IA,BAD,G17-HOR-2K,Broadband Remote,Dealer-Generated Sale,Female,50,6,1,1,Y,0,,,,,,
Active,Proplus,Call Center,Indirect,Hughes Web Order, WI,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,74,7,1,1,Y,0,,,,,,
Active,Power150,Web orders,Direct,AmericanSat, IL,Unkown,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,61,0,1,1,N,0,,,,,,
Active,Unknown,Vars,Indirect,Hughes Web Order, NY,BAD,SM5-VER-15K,Broadband Remote,HN9000 Upgrade,Female,22,C,0,Unkown,N,0,,,,,,
Active,Unknown,Retail/others,Indirect,UNKNOWN, MI,GOOD,G17-HOR-2K,Broadband Remote,DPC Classic upgrade,Male,40,0,1,0,N,0,,,,,,
Active,Basic_Ltd,Web orders,Indirect,AmericanSat, PA,GOOD,SM5-VER-7K,Broadband Remote,Direct,Male,43,8,1,0,Unknown,0,,,,,,
Active,Home,Vars,Indirect,LiveBridge Communications LLC, ID,BAD,G17-HOR-2K,Broadband Remote,HN7000 Upgrade,Female,71,0,0,Unkown,Unknown,0,,,,,,
Active,Pro,Sales Agents,Direct,Perfect 10, NM,GOOD,SM5-VER-15K,Spaceway,HN7000 Upgrade,Male,58,6,1,0,N,0,,,,,,
Active,Home,Web orders,Indirect,RS&I, CO,GOOD,SM5-HOR-14K,Broadband Remote,Dealer-Generated Sale,Male,46.79,8,0,0,N,0,,,,,,
Active,Basic,Call Center,Indirect,ValueElectronics, MD,Unkown,G3C-VER-24K,Broadband Remote,Dealer-Generated Sale,Male,23,2,0,0,Y,0,,,,,,
Active,Basic_Ltd,Vars,Indirect,TAG, AL,BAD,SM5-HOR-14K,Broadband Remote,HN9000 Upgrade,Male,27,5,2,1,N,0,,,,,,
Active,Proplus,Call Center,Direct,LiveBridge Communications LLC, VA,Unkown,SM5-VER-7K,Spaceway,Dealer-Generated Sale,Female,59,0,1,0,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,RS&I, IL,GOOD,SM6-HOR-13K,Broadband Remote,HN7000 Upgrade,Male,49,0,2,0,N,0,,,,,,
Active,Pro,Call Center,Indirect,TAG, CA,GOOD,AM9-VER-2K ,Broadband Remote,DPC Classic upgrade,Male,38,4,0,Unkown,N,0,,,,,,
Active,Power150,Retail/others,Direct,TAG, VA,GOOD,SM5-VER-5K,Broadband Remote,DW6000 Upgrade,Female,57,4,0,0,Unknown,0,,,,,,
Active,Proplus,Vars,Indirect,NRTC, MT,Unkown,HZN2-VER-4K,Broadband Remote,DPC Classic upgrade,Male,29,6,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,Verisign Web Ordering, VA,Unkown,Unkown,Broadband Remote,Retail       ,Male,66,9,1,0,N,0,,,,,,
Active,Basic,Call Center,Indirect,TAG, OH,BAD,G17-HOR-2K,Broadband Remote,Direct,Male,45,0,1,0,Unknown,0,,,,,,
Active,Basic,Web orders,Direct,AmericanSat, CA,GOOD,SPACEWAY3,Broadband Remote,HN9000 Upgrade,Male,55,0,0,0,Y,0,,,,,,
Active,Elite,Retail/others,Indirect,TAG, CA,Unkown,G16-VER-1K,Broadband Remote,DW6000 Upgrade,Male,57,4,0,0,N,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,NCC, CA,GOOD,SM5-VER-7K,Broadband Remote,HN9000 Upgrade,Male,45,0,1,1,N,0,,,,,,
Active,Power150,Uknown,Indirect,LiveBridge Communications LLC, WI,BAD,AMC-VER-5K,Broadband Remote,National Sales,Female,50,6,1,0,N,0,,,,,,
Active,Basic,Sales Agents,Direct,TAG, OK,Unkown,SM5-VER-5K,Spaceway,Dealer-Generated Sale,Female,26,C,1,0,N,0,,,,,,
Active,Basic,Call Center,Indirect,LiveBridge Communications LLC, CO,BAD,G17-HOR-2K,Broadband Remote,Dealer-Generated Sale,Female,66,5,1,1,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,Best Buy, NY,Unkown,HZN2-VER-8K,Broadband Remote,HN7000 Upgrade,Male,36,7,0,0,Y,0,,,,,,
Active,Basic_Ltd,Uknown,Direct,ACS Pre-Install, PA,BAD,G17-HOR-6K,Broadband Remote,Direct,Female,47,7,1,1,N,0,,,,,,
Active,Elite,Vars,Direct,TAG, CA,GOOD,SPACEWAY3,Spaceway,Dial Return Upgrade,Female,59,6,1,0,Unknown,0,,,,,,
Active,Home,Uknown,Indirect,ACS, OR,GOOD,SPACEWAY3,Broadband Remote,DW6000 Upgrade,Female,58,6,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,Hughes Web Order, AR,BAD,G16-VER-15K,Spaceway,Direct,Female,40,6,1,1,N,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, VT,GOOD,SM5-VER-1K,Broadband Remote,Direct,Female,63,0,1,0,N,0,,,,,,
Active,Home,Retail/others,Direct,NCC, LA,GOOD,SPACEWAY3,Broadband Remote,DPC Classic upgrade,Female,30,4,1,0,Y,0,,,,,,
Active,Power150,Vars,Indirect,AmericanSat, AL,GOOD,SM5-VER-1K,Broadband Remote,Retail       ,Male,29,0,0,Unkown,N,0,,,,,,
Active,Elite,Uknown,Indirect,TAG, CA,Unkown,Unkown,Broadband Remote,Direct,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Elite,Sales Agents,Indirect,RS&I, PA,GOOD,SM5-VER-15K,Broadband Remote,Direct,Male,26,0,1,0,N,0,,,,,,
Active,Pro,Retail/others,Direct,TAG, TX,GOOD,SM5-VER-1K,Broadband Remote,DW7000 Upgrade,Female,51,0,Unkown,1,Y,0,,,,,,
Active,Basic_Ltd,Vars,Indirect,TAG, MD,Unkown,SM5-VER-7K,Broadband Remote,Direct,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,InfoDish, WA,BAD,SPACEWAY3,Spaceway,HN7000 Upgrade,Male,42,0,0,0,Y,0,,,,,,
Active,Unknown,Uknown,Indirect,RS&I, NC,Unkown,Unkown,Broadband Remote,HN7000 Upgrade,Female,22,6,0,Unkown,N,0,,,,,,
Active,Home,Web orders,Indirect,ACS Pre-Install, NM,Unkown,HZN2-VER-4K,Spaceway,DPC Classic upgrade,Male,24,0,0,0,Unknown,0,,,,,,
Active,Proplus,Uknown,Indirect,RS&I, MD,GOOD,SM5-VER-5K,Spaceway,Retail       ,Female,65,6,1,0,N,0,,,,,,
Active,Proplus,Uknown,Direct,RS&I, NV,GOOD,SM5-VER-15K,Broadband Remote,Dial Return Upgrade,Male,24,2,0,Unkown,Y,0,,,,,,
Active,Power150,Uknown,Direct,TAG, OR,GOOD,Unkown,Broadband Remote,DW6000 Upgrade,Female,54,0,1,1,Y,0,,,,,,
Active,Unknown,Retail/others,Indirect,RS&I, NJ,Unkown,SM5-VER-15K,Broadband Remote,Direct,Male,40,7,0,0,N,0,,,,,,
Active,Proplus,Sales Agents,Indirect,TAG, TX,GOOD,AM9-VER-2K ,Broadband Remote,HN7000 Upgrade,Female,33,0,1,1,Y,0,,,,,,
Active,Proplus,Retail/others,Indirect,TAG, IA,GOOD,AM6-HOR-21K,Broadband Remote,DW6000 Upgrade,Male,47,6,0,Unkown,N,0,,,,,,
Active,Home,Sales Agents,Indirect,TAG, WA,Unkown,SM5-VER-5K,Broadband Remote,DW6000 Upgrade,Male,22,0,0,0,N,0,,,,,,
Active,Home,Uknown,Indirect,RS&I, CA,GOOD,SM5-HOR-6K,Spaceway,DW7000 Upgrade,Male,42,5,0,0,N,0,,,,,,
Active,Elite,Retail/others,Indirect,Perfect 10, FL,GOOD,AM9-VER-2K ,Broadband Remote,DW6000 Upgrade,Male,64,4,0,Unkown,N,0,,,,,,
Active,Power150,Call Center,Indirect,RS&I, PA,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Male,58,5,0,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,AmericanSat, IN,Unkown,HZN2-VER-4K,Broadband Remote,HN7000 Upgrade,Female,53,9,0,0,N,0,,,,,,
Active,Home,Sales Agents,Direct,Hughes Web Order, WI,BAD,Unkown,Spaceway,DPC Classic upgrade,Male,45,6,0,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,UNKNOWN, WY,GOOD,G17-HOR-6K,Spaceway,Classic Migration,Male,29,5,Unkown,0,Unknown,0,,,,,,
Active,Proplus,Uknown,Indirect,TAG, CA,GOOD,G17-HOR-2K,Broadband Remote,DW7000 Upgrade,Female,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Elite,Call Center,Indirect,TAG, IL,BAD,SM5-VER-7K,Broadband Remote,HN9000 Upgrade,Female,53,5,1,1,N,0,,,,,,
Active,Elite,Vars,Indirect,Perfect 10, TX,BAD,SM5-HOR-14K,Broadband Remote,Dealer-Generated Sale,Female,22,0,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,Verisign Web Ordering, TX,Unkown,SM5-VER-7K,Broadband Remote,DW7000 Upgrade,Male,32,0,0,0,Unknown,0,,,,,,
Active,Pro,Vars,Indirect,RS&I, PA,BAD,SM5-HOR-14K,Broadband Remote,Direct,Male,55,0,Unkown,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,Hughes Web Order, FL,BAD,SPACEWAY3,Broadband Remote,Direct,Female,36,7,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,TAG, CO,GOOD,SM5-VER-1K,Spaceway,DW6000 Upgrade,Female,39,6,0,Unkown,N,0,,,,,,
Active,Basic,Uknown,Indirect,InfoDish, FL,BAD,Unkown,Broadband Remote,DW6000 Upgrade,Male,37,D,0,Unkown,N,0,,,,,,
Active,Elite,Call Center,Indirect,TAG, CO,GOOD,SM5-VER-15K,Spaceway,HN7000 Upgrade,Male,58,7,1,0,N,0,,,,,,
Active,Proplus,Call Center,Indirect,InfoDish, IL,BAD,SM5-HOR-6K,Broadband Remote,DW7000 Upgrade,Female,41,9,0,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,Hughes Web Order, CO,BAD,G17-HOR-6K,Broadband Remote,Classic Migration,Male,50,5,0,0,Unknown,0,,,,,,
Active,Basic_Ltd,Vars,Indirect,NCC, TX,GOOD,G17-HOR-2K,Spaceway,HN9000 Upgrade,Male,45,6,0,Unkown,Unknown,0,,,,,,
Active,Power150,Call Center,Indirect,Best Buy, CA,Unkown,Unkown,Broadband Remote,Retail,Female,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,TAG, CA,GOOD,SM5-VER-5K,Spaceway,HN9000 Upgrade,Female,28,8,0,0,N,0,,,,,,
Active,Elite,Retail/others,Indirect,Perfect 10, TX,Unkown,HZN2-VER-4K,Spaceway,DW6000 Upgrade,Male,24,1,0,0,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Direct,Hughes Web Order, IN,BAD,SM5-HOR-14K,Broadband Remote,Classic Migration,Female,40,9,Unkown,1,N,0,,,,,,
Active,Unknown,Uknown,Direct,AmericanSat, IL,GOOD,SM5-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,36,C,1,1,N,0,,,,,,
Active,Unknown,Vars,Indirect,TAG, OH,GOOD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Female,22,5,0,Unkown,Unknown,0,,,,,,
Active,Home,Web orders,Indirect,ACS, UT,Unkown,SPACEWAY3,Broadband Remote,DW6000 Upgrade,Male,62,6,0,0,N,0,,,,,,
Active,Basic,Vars,Indirect,RS&I, OK,GOOD,AM6-HOR-21K,Broadband Remote,DPC Classic upgrade,Male,49,5,1,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,Hughes Internal Sales, TN,BAD,SM5-VER-15K,Spaceway,Dial Return Upgrade,Male,68,2,1,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,Perfect 10, MS,GOOD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,47,5,0,0,N,0,,,,,,
Active,Proplus,Uknown,Indirect,ACS Pre-Install, CA,GOOD,SM5-VER-1K,Broadband Remote,Classic Migration,Male,62,3,0,0,Unknown,0,,,,,,
Active,Pro,Call Center,Indirect,Hughes Web Order, SC,BAD,Unkown,Broadband Remote,Retail,Male,42,4,0,0,N,0,,,,,,
Active,Pro,Uknown,Direct,AmericanSat, MS,GOOD,SM6-HOR-13K,Spaceway,Direct,Female,63,7,2,0,N,0,,,,,,
Active,Home,Uknown,Indirect,InfoDish, CA,BAD,SM5-VER-7K,Broadband Remote,Dealer-Generated Sale,Male,22,0,1,0,N,0,,,,,,
Active,Basic,Web orders,Indirect,D&H DISTRIBUTING, CA,BAD,G16-VER-2K,Broadband Remote,HN7000 Upgrade,Female,54,7,0,Unkown,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,InfoDish, IN,BAD,SM5-VER-1K,Spaceway,Retail,Female,29,0,0,Unkown,N,0,,,,,,
Active,Unknown,Call Center,Indirect,MiniDish, IL,GOOD,SM5-VER-1K,Broadband Remote,Dealer-Generated Sale,Male,46,0,0,0,Unknown,0,,,,,,
Active,Basic,Vars,Indirect,RS&I, MS,GOOD,Unkown,Broadband Remote,DPC Classic upgrade,Male,43,6,0,0,N,0,,,,,,
Active,Elite,Call Center,Indirect,TAG, CA,BAD,SM5-HOR-14K,Spaceway,DPC Classic upgrade,Male,58,6,0,0,N,0,,,,,,
Active,Proplus,Call Center,Indirect,TAG, CA,GOOD,G16-VER-2K,Broadband Remote,National Sales,Female,41,7,1,0,N,0,,,,,,
Active,Home,Uknown,Indirect,Verisign Web Ordering, MI,GOOD,AM6-HOR-21K,Broadband Remote,Classic Migration,Male,56,3,0,0,N,0,,,,,,
Active,Pro,Vars,Indirect,J & L AND SONS CUSTOM INSTALLATIONS INC, MS,BAD,SM5-VER-5K,Spaceway,Dealer-Generated Sale,Male,47,9,Unkown,1,Unknown,0,,,,,,
Active,Power150,Vars,Indirect,LiveBridge Communications LLC, MO,BAD,SM5-VER-15K,Broadband Remote,Retail       ,Female,40,A,1,0,N,0,,,,,,
Active,Pro,Vars,Indirect,Hughes Web Order, OR,BAD,G3C-VER-21K,Broadband Remote,Retail       ,Male,55,8,1,1,Unknown,0,,,,,,
Active,Unknown,Sales Agents,Indirect,Verisign Web Ordering, WA,BAD,Unkown,Broadband Remote,Classic Migration,Male,46.79,4,0,0,N,0,,,,,,
Active,Home,Uknown,Indirect,Hughes Web Order, SC,BAD,SM5-VER-5K,Broadband Remote,DW6000 Upgrade,Male,44,2,0,0,N,0,,,,,,
Active,Home,Call Center,Direct,AmericanSat, AR,GOOD,SM5-VER-15K,Spaceway,DW6000 Upgrade,Female,66,9,1,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,InfoDish, OR,BAD,SM5-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,55,A,0,0,Y,0,,,,,,
Active,Unknown,Uknown,Direct,Verisign Web Ordering, OH,GOOD,SPACEWAY3,Broadband Remote,Direct,Female,46,0,1,1,N,0,,,,,,
Active,Home,Uknown,Indirect,NCC, TX,GOOD,SM5-VER-1K,Spaceway,DPC Classic upgrade,Male,70,B,Unkown,0,Unknown,0,,,,,,
Active,Unknown,Uknown,Indirect,J & L AND SONS CUSTOM INSTALLATIONS INC, CA,BAD,Unkown,Broadband Remote,DPC Classic upgrade,Male,56,1,1,1,N,0,,,,,,
Active,Home,Web orders,Direct,Hughes Web Order, OK,BAD,AM9-HOR-21K,Broadband Remote,HN7000 Upgrade,Female,24,4,1,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, NY,GOOD,SM5-VER-5K,Broadband Remote,Direct,Male,64,8,1,0,N,0,,,,,,
Active,Basic_Ltd,Vars,Direct,Hughes Web Order, KY,BAD,SM5-VER-5K,Broadband Remote,HN7000 Upgrade,Female,66,7,1,0,N,0,,,,,,
Active,Pro,Sales Agents,Indirect,Perfect 10, MI,BAD,SM5-VER-7K,Broadband Remote,DW6000 Upgrade,Male,75,7,0,0,N,0,,,,,,
Active,Home,Sales Agents,Indirect,TAG, PR,GOOD,AM6-HOR-21K,Spaceway,DW6000 Upgrade,Male,39,6,0,Unkown,N,0,,,,,,
Active,Pro,Retail/others,Indirect,TAG, ME,GOOD,HZN2-VER-4K,Broadband Remote,DW6000 Upgrade,Female,52,6,0,Unkown,N,0,,,,,,
Active,Home,Uknown,Direct,TAG, TX,GOOD,AM9-VER-2K ,Broadband Remote,HN9000 Upgrade,Male,27,6,0,0,Y,0,,,,,,
Active,Elite,Call Center,Indirect,UNKNOWN, TX,Unkown,G17-HOR-2K,Broadband Remote,Direct,Male,24,0,0,0,N,0,,,,,,
Active,Home,Web orders,Indirect,Hughes Web Order, CO,BAD,G16-VER-15K,Broadband Remote,DW6000 Upgrade,Male,39,7,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,RS&I, TX,GOOD,AM6-HOR-21K,Broadband Remote,Direct,Male,50,7,0,Unkown,Y,0,,,,,,
Active,Unknown,Retail/others,Indirect,AmericanSat, OK,Unkown,HZN2-VER-4K,Spaceway,Direct,Male,57,7,0,Unkown,N,0,,,,,,
